C,Coleta,sensor,tipo_sinal,ambiente,spearman,spearman_parcial_controlando_tempo
C30,dia 13 - Soja Saudavel Vaso 4,MQ7,cru,Pres_kPa,0.5095346362178683,0.2015736463086669
C30,dia 13 - Soja Saudavel Vaso 4,MQ7,corrigido,Pres_kPa,0.5588202167415293,0.43404778341552125
C30,dia 13 - Soja Saudavel Vaso 4,MQ8,cru,Soil_indice_0_1,0.16670361661131206,-0.008101169211397764
C30,dia 13 - Soja Saudavel Vaso 4,MQ8,corrigido,Soil_indice_0_1,0.20631872358997214,0.19106015854219177
C30,dia 13 - Soja Saudavel Vaso 4,MQ8,cru,Temp_C,0.8118537306845471,-0.02461921566803651
C30,dia 13 - Soja Saudavel Vaso 4,MQ8,corrigido,Temp_C,0.9825838703054139,0.10433753797412101
C30,dia 13 - Soja Saudavel Vaso 4,MQ8,cru,Pres_kPa,0.36501850191648555,-0.12259265318691558
C30,dia 13 - Soja Saudavel Vaso 4,MQ8,corrigido,Pres_kPa,0.5448787768434368,0.4090137263695051
C30,dia 13 - Soja Saudavel Vaso 4,MQ135,cru,Soil_indice_0_1,0.0916483594657364,-0.12414867311180477
C30,dia 13 - Soja Saudavel Vaso 4,MQ135,corrigido,Soil_indice_0_1,-0.25696784812918966,-0.3626373259782753
C30,dia 13 - Soja Saudavel Vaso 4,MQ135,cru,Temp_C,0.8998065283207328,-0.014342404707967816
C30,dia 13 - Soja Saudavel Vaso 4,MQ135,corrigido,Temp_C,0.5288977834720834,-0.05153669402583921
C30,dia 13 - Soja Saudavel Vaso 4,MQ135,cru,Pres_kPa,0.46865556276555714,0.11479446927194938
C30,dia 13 - Soja Saudavel Vaso 4,MQ135,corrigido,Pres_kPa,0.3270859734770493,0.2034868601917396
C30,dia 13 - Soja Saudavel Vaso 4,MQ138,cru,Soil_indice_0_1,0.21984235001046012,0.2143982437419603
C30,dia 13 - Soja Saudavel Vaso 4,MQ138,corrigido,Soil_indice_0_1,0.30238095461986564,0.5030229192663971
C30,dia 13 - Soja Saudavel Vaso 4,MQ138,cru,Temp_C,0.9516498250532565,0.020363602402802244
C30,dia 13 - Soja Saudavel Vaso 4,MQ138,corrigido,Temp_C,0.9648726322181281,0.11125400817819082
C30,dia 13 - Soja Saudavel Vaso 4,MQ138,cru,Pres_kPa,0.5122014846177068,0.21488760618641928
C30,dia 13 - Soja Saudavel Vaso 4,MQ138,corrigido,Pres_kPa,0.6355338217554208,0.7116075405521901
C31,dia 13 - Soja Saudavel Vaso 5,MQ2,cru,Soil_indice_0_1,-0.17394966449512475,-0.061363169904414615
C31,dia 13 - Soja Saudavel Vaso 5,MQ2,corrigido,Soil_indice_0_1,-0.38539706161607334,-0.7655628077218892
C31,dia 13 - Soja Saudavel Vaso 5,MQ2,cru,Temp_C,0.9967925816706121,0.03152337722457919
C31,dia 13 - Soja Saudavel Vaso 5,MQ2,corrigido,Temp_C,0.9503035793007436,0.09146994776103906
C31,dia 13 - Soja Saudavel Vaso 5,MQ2,cru,Pres_kPa,-0.2536381460155092,-0.04340808634145276
C31,dia 13 - Soja Saudavel Vaso 5,MQ2,corrigido,Pres_kPa,-0.1789359325205802,0.2657640332188972
C31,dia 13 - Soja Saudavel Vaso 5,MQ3,cru,Soil_indice_0_1,-0.13365669226646545,0.09518666039243126
C31,dia 13 - Soja Saudavel Vaso 5,MQ3,corrigido,Soil_indice_0_1,-0.8753642940766695,-0.8918039414650493
C31,dia 13 - Soja Saudavel Vaso 5,MQ3,cru,Temp_C,0.9667669632487074,0.007953114890866865
C31,dia 13 - Soja Saudavel Vaso 5,MQ3,corrigido,Temp_C,0.3905534094674579,0.013035073378144916
C31,dia 13 - Soja Saudavel Vaso 5,MQ3,cru,Pres_kPa,-0.2623489148489797,-0.005304798706462183
C31,dia 13 - Soja Saudavel Vaso 5,MQ3,corrigido,Pres_kPa,-0.004024545040113055,0.0876178409433665
C31,dia 13 - Soja Saudavel Vaso 5,MQ7,cru,Soil_indice_0_1,-0.17312263517248347,-0.050518335061020374
C31,dia 13 - Soja Saudavel Vaso 5,MQ7,corrigido,Soil_indice_0_1,-0.10033616359821998,0.5730061859655345
C31,dia 13 - Soja Saudavel Vaso 5,MQ7,cru,Temp_C,0.9967724428473936,0.01091424366320708
C31,dia 13 - Soja Saudavel Vaso 5,MQ7,corrigido,Temp_C,0.9925927346783683,0.028506024929264802
C31,dia 13 - Soja Saudavel Vaso 5,MQ7,cru,Pres_kPa,-0.2531975112034606,-0.03737280887256277
C31,dia 13 - Soja Saudavel Vaso 5,MQ7,corrigido,Pres_kPa,-0.21928238388988303,0.29717821223244645
C31,dia 13 - Soja Saudavel Vaso 5,MQ8,cru,Soil_indice_0_1,-0.1567535565894974,-0.02022264000400907
C31,dia 13 - Soja Saudavel Vaso 5,MQ8,corrigido,Soil_indice_0_1,-0.13059988565429148,0.1095020950313697
C31,dia 13 - Soja Saudavel Vaso 5,MQ8,cru,Temp_C,0.9355027447762119,0.0018927738497467102
C31,dia 13 - Soja Saudavel Vaso 5,MQ8,corrigido,Temp_C,0.9653270904169972,0.028580818184227513
C31,dia 13 - Soja Saudavel Vaso 5,MQ8,cru,Pres_kPa,-0.23577406166314835,0.06606515322674392
C31,dia 13 - Soja Saudavel Vaso 5,MQ8,corrigido,Pres_kPa,-0.21249082547748038,0.18719398224805608
C31,dia 13 - Soja Saudavel Vaso 5,MQ135,cru,Soil_indice_0_1,-0.1301842287357363,0.10212786082342365
C31,dia 13 - Soja Saudavel Vaso 5,MQ135,corrigido,Soil_indice_0_1,-0.621942118689954,-0.6037841085467175
C31,dia 13 - Soja Saudavel Vaso 5,MQ135,cru,Temp_C,0.9616137484739056,0.021126440262063034
C31,dia 13 - Soja Saudavel Vaso 5,MQ135,corrigido,Temp_C,0.3753271996707829,0.02296347128128035
C31,dia 13 - Soja Saudavel Vaso 5,MQ135,cru,Pres_kPa,-0.251917969645953,0.01931840119265759
C31,dia 13 - Soja Saudavel Vaso 5,MQ135,corrigido,Pres_kPa,0.18175486619211992,0.25648152219719106
C31,dia 13 - Soja Saudavel Vaso 5,MQ138,cru,Soil_indice_0_1,-0.17097374302088916,-0.022133993042865317
C31,dia 13 - Soja Saudavel Vaso 5,MQ138,corrigido,Soil_indice_0_1,0.07627302554499193,0.6947932312792208
C31,dia 13 - Soja Saudavel Vaso 5,MQ138,cru,Temp_C,0.9966842642290448,0.0138983131362585
C31,dia 13 - Soja Saudavel Vaso 5,MQ138,corrigido,Temp_C,0.9396150392120374,0.006077311798839003
C31,dia 13 - Soja Saudavel Vaso 5,MQ138,cru,Pres_kPa,-0.2529638996923151,-0.03344392180162306
C31,dia 13 - Soja Saudavel Vaso 5,MQ138,corrigido,Pres_kPa,-0.17002116276402288,0.281298734095569
C32,dia 19 - Soja Saudavel Vaso 1,MQ2,cru,Soil_indice_0_1,-0.5888449770297879,-0.05400466050080541
C32,dia 19 - Soja Saudavel Vaso 1,MQ2,corrigido,Soil_indice_0_1,-0.4984069343763161,-0.14279915854438488
C32,dia 19 - Soja Saudavel Vaso 1,MQ2,cru,Temp_C,-0.5997905199508066,-0.05074780372165395
C32,dia 19 - Soja Saudavel Vaso 1,MQ2,corrigido,Temp_C,-0.4543765382868272,-0.02950024685127205
C32,dia 19 - Soja Saudavel Vaso 1,MQ2,cru,Pres_kPa,0.2204687450571759,0.045408064772737296
C32,dia 19 - Soja Saudavel Vaso 1,MQ2,corrigido,Pres_kPa,0.3034700594584888,0.20356823917341627
C32,dia 19 - Soja Saudavel Vaso 1,MQ3,cru,Soil_indice_0_1,0.7254103276142523,-0.013692673305656626
C32,dia 19 - Soja Saudavel Vaso 1,MQ3,corrigido,Soil_indice_0_1,-0.23907072709517807,-0.30283117495115813
C32,dia 19 - Soja Saudavel Vaso 1,MQ3,cru,Temp_C,0.8107117732706528,0.006683484712136637
C32,dia 19 - Soja Saudavel Vaso 1,MQ3,corrigido,Temp_C,-0.1659161045590956,-0.040726090746511866
C32,dia 19 - Soja Saudavel Vaso 1,MQ3,cru,Pres_kPa,-0.23924944365808462,0.03200345950910689
C32,dia 19 - Soja Saudavel Vaso 1,MQ3,corrigido,Pres_kPa,0.019354953363753164,-0.03838149882310935
C32,dia 19 - Soja Saudavel Vaso 1,MQ7,cru,Soil_indice_0_1,-0.0027821699336331445,0.003948315664202509
C32,dia 19 - Soja Saudavel Vaso 1,MQ7,corrigido,Soil_indice_0_1,0.1601271099338492,0.04115410648476293
C32,dia 19 - Soja Saudavel Vaso 1,MQ7,cru,Temp_C,0.003343056390944099,-0.0770363393588344
C32,dia 19 - Soja Saudavel Vaso 1,MQ7,corrigido,Temp_C,0.16937686432855767,-0.08365697525509615
C32,dia 19 - Soja Saudavel Vaso 1,MQ7,cru,Pres_kPa,-0.025007716705486547,-0.02403184014062603
C32,dia 19 - Soja Saudavel Vaso 1,MQ7,corrigido,Pres_kPa,-0.0023886232287805256,0.056537857125061965
C32,dia 19 - Soja Saudavel Vaso 1,MQ8,cru,Soil_indice_0_1,0.12666502148100434,0.09264699862081299
C32,dia 19 - Soja Saudavel Vaso 1,MQ8,corrigido,Soil_indice_0_1,0.8217153426675634,0.02859305644072028
C32,dia 19 - Soja Saudavel Vaso 1,MQ8,cru,Temp_C,0.029342937268972864,-0.010046178584418735
C32,dia 19 - Soja Saudavel Vaso 1,MQ8,corrigido,Temp_C,0.9031997141656395,0.002546666421798622
C32,dia 19 - Soja Saudavel Vaso 1,MQ8,cru,Pres_kPa,-0.07890216843270659,-0.09008912896425246
C32,dia 19 - Soja Saudavel Vaso 1,MQ8,corrigido,Pres_kPa,-0.20726432745228604,0.19372124857520145
C32,dia 19 - Soja Saudavel Vaso 1,MQ135,cru,Soil_indice_0_1,0.7514310802662395,0.021210033725520567
C32,dia 19 - Soja Saudavel Vaso 1,MQ135,corrigido,Soil_indice_0_1,-0.002326346375659774,-0.038909919022879144
C32,dia 19 - Soja Saudavel Vaso 1,MQ135,cru,Temp_C,0.8465404012444793,0.034450540699354285
C32,dia 19 - Soja Saudavel Vaso 1,MQ135,corrigido,Temp_C,-0.008591247557747747,0.0009066347750098745
C32,dia 19 - Soja Saudavel Vaso 1,MQ135,cru,Pres_kPa,-0.2880486980679821,-0.0381940032245473
C32,dia 19 - Soja Saudavel Vaso 1,MQ135,corrigido,Pres_kPa,0.02654216764693069,0.023786328275298575
C32,dia 19 - Soja Saudavel Vaso 1,MQ138,cru,Soil_indice_0_1,-0.861866874583903,0.05132629728108804
C32,dia 19 - Soja Saudavel Vaso 1,MQ138,corrigido,Soil_indice_0_1,0.870233095010762,0.3051284815968829
C32,dia 19 - Soja Saudavel Vaso 1,MQ138,cru,Temp_C,-0.9583875096342365,-0.009659899831305328
C32,dia 19 - Soja Saudavel Vaso 1,MQ138,corrigido,Temp_C,0.9125414987470263,0.09766581988380572
C32,dia 19 - Soja Saudavel Vaso 1,MQ138,cru,Pres_kPa,0.33019367421267304,0.09963869228139577
C32,dia 19 - Soja Saudavel Vaso 1,MQ138,corrigido,Pres_kPa,-0.0204798723865944,0.691138664492173
